order_details_id,order_id,quantity,order_date,order_time,price_id,pizza_size,pizza_category,pizza_id,ingredients_id
2035,909,1,2015-01-16,11:19:25 AM,D22,L,Chicken,P01,I02
2036,909,1,2015-01-16,11:19:25 AM,D15,M,Veggie,P17,I14
2037,909,1,2015-01-16,11:19:25 AM,D06,S,Supreme,P28,I06
2038,910,1,2015-01-16,11:25:40 AM,D04,S,Classic,P15,I05
2039,910,1,2015-01-16,11:25:40 AM,D06,S,Supreme,P24,I21
2040,910,1,2015-01-16,11:25:40 AM,D20,L,Veggie,P33,I16
2041,911,1,2015-01-16,11:36:00 AM,D07,S,Chicken,P01,I02
2042,911,1,2015-01-16,11:36:00 AM,D04,S,Veggie,P29,I29
2043,912,1,2015-01-16,11:39:48 AM,D09,M,Classic,P23,I18
2044,913,1,2015-01-16,11:55:24 AM,D06,S,Supreme,P31,I26
2045,914,1,2015-01-16,12:14:22 PM,D12,M,Veggie,P33,I16
2046,915,1,2015-01-16,12:20:22 PM,D15,M,Chicken,P01,I02
2047,915,1,2015-01-16,12:20:22 PM,D18,L,Veggie,P09,I20
2048,915,1,2015-01-16,12:20:22 PM,D04,S,Veggie,P12,I30
2049,915,1,2015-01-16,12:20:22 PM,D12,M,Classic,P20,I28
2050,915,1,2015-01-16,12:20:22 PM,D11,L,Classic,P22,I17
2051,915,1,2015-01-16,12:20:22 PM,D06,M,Classic,P22,I17
2052,915,1,2015-01-16,12:20:22 PM,D06,S,Supreme,P24,I21
2053,915,1,2015-01-16,12:20:22 PM,D22,L,Supreme,P28,I06
2054,916,1,2015-01-16,12:30:09 PM,D14,M,Supreme,P16,I04
2055,916,1,2015-01-16,12:30:09 PM,D20,L,Veggie,P19,I31
2056,916,1,2015-01-16,12:30:09 PM,D11,L,Classic,P22,I17
2057,916,1,2015-01-16,12:30:09 PM,D28,XL,Classic,P11,I13
2058,917,1,2015-01-16,12:34:15 PM,D22,L,Chicken,P27,I10
2059,918,1,2015-01-16,1:06:04 PM,D04,S,Veggie,P29,I29
2060,919,1,2015-01-16,1:11:15 PM,D21,L,Classic,P20,I28
2061,920,1,2015-01-16,1:16:55 PM,D15,M,Chicken,P01,I02
2062,920,1,2015-01-16,1:16:55 PM,D12,M,Classic,P08,I19
2063,921,1,2015-01-16,1:18:32 PM,D22,L,Chicken,P27,I10
2064,921,1,2015-01-16,1:18:32 PM,D22,L,Veggie,P30,I27
2065,922,1,2015-01-16,1:19:43 PM,D13,M,Supreme,P04,I32
2066,922,1,2015-01-16,1:19:43 PM,D06,M,Classic,P22,I17
2067,922,1,2015-01-16,1:19:43 PM,D22,L,Chicken,P27,I10
2068,923,1,2015-01-16,1:23:29 PM,D12,M,Veggie,P19,I31
2069,923,1,2015-01-16,1:23:29 PM,D04,S,Veggie,P29,I29
2070,924,1,2015-01-16,1:27:57 PM,D11,L,Classic,P22,I17
2071,924,1,2015-01-16,1:27:57 PM,D22,L,Chicken,P27,I10
2072,925,1,2015-01-16,1:42:47 PM,D20,L,Veggie,P33,I16
2073,926,1,2015-01-16,1:51:38 PM,D12,M,Classic,P08,I19
2074,926,1,2015-01-16,1:51:38 PM,D11,L,Classic,P22,I17
2075,926,1,2015-01-16,1:51:38 PM,D05,S,Supreme,P25,I11
2076,926,1,2015-01-16,1:51:38 PM,D20,L,Veggie,P33,I16
2077,927,1,2015-01-16,1:59:21 PM,D15,M,Chicken,P05,I08
2078,927,1,2015-01-16,1:59:21 PM,D15,M,Chicken,P06,I09
2079,927,1,2015-01-16,1:59:21 PM,D12,M,Classic,P08,I19
2080,927,1,2015-01-16,1:59:21 PM,D10,M,Veggie,P10,I24
2081,927,1,2015-01-16,1:59:21 PM,D02,S,Classic,P13,I22
2082,927,1,2015-01-16,1:59:21 PM,D04,S,Classic,P15,I05
2083,927,1,2015-01-16,1:59:21 PM,D12,M,Veggie,P19,I31
2084,927,1,2015-01-16,1:59:21 PM,D12,M,Classic,P20,I28
2085,927,1,2015-01-16,1:59:21 PM,D12,M,Veggie,P29,I29
2086,928,1,2015-01-16,2:14:40 PM,D22,L,Chicken,P05,I08
2087,928,1,2015-01-16,2:14:40 PM,D22,L,Chicken,P32,I07
2088,929,1,2015-01-16,2:24:45 PM,D18,L,Veggie,P09,I20
2089,930,1,2015-01-16,3:00:11 PM,D04,S,Classic,P15,I05
2090,930,1,2015-01-16,3:00:11 PM,D21,L,Classic,P20,I28
2091,930,1,2015-01-16,3:00:11 PM,D03,S,Classic,P23,I18
2092,931,1,2015-01-16,3:27:24 PM,D22,L,Chicken,P01,I02
2093,931,1,2015-01-16,3:27:24 PM,D18,L,Veggie,P09,I20
2094,931,1,2015-01-16,3:27:24 PM,D06,S,Supreme,P21,I15
2095,932,1,2015-01-16,3:33:19 PM,D13,M,Supreme,P04,I32
2096,932,1,2015-01-16,3:33:19 PM,D07,S,Chicken,P32,I07
2097,933,1,2015-01-16,3:49:05 PM,D18,L,Veggie,P09,I20
2098,934,1,2015-01-16,3:55:24 PM,D22,L,Chicken,P32,I07
2099,935,1,2015-01-16,4:14:59 PM,D04,S,Classic,P02,I01
2100,935,1,2015-01-16,4:14:59 PM,D22,L,Supreme,P28,I06
2101,935,1,2015-01-16,4:14:59 PM,D12,M,Veggie,P29,I29
2102,935,1,2015-01-16,4:14:59 PM,D12,M,Classic,P11,I13
2103,936,1,2015-01-16,4:19:19 PM,D05,S,Supreme,P25,I11
2104,937,1,2015-01-16,4:20:32 PM,D06,S,Supreme,P28,I06
2105,938,1,2015-01-16,4:43:09 PM,D14,M,Supreme,P16,I04
2106,938,1,2015-01-16,4:43:09 PM,D22,L,Supreme,P21,I15
2107,938,1,2015-01-16,4:43:09 PM,D20,L,Veggie,P29,I29
2108,939,1,2015-01-16,4:59:23 PM,D22,L,Supreme,P21,I15
2109,939,1,2015-01-16,4:59:23 PM,D06,S,Veggie,P30,I27
2110,940,1,2015-01-16,5:05:08 PM,D21,L,Classic,P20,I28
2111,940,1,2015-01-16,5:05:08 PM,D09,M,Classic,P23,I18
2112,940,1,2015-01-16,5:05:08 PM,D14,M,Supreme,P21,I15
2113,941,1,2015-01-16,5:09:08 PM,D12,M,Veggie,P12,I30
2114,941,1,2015-01-16,5:09:08 PM,D21,L,Classic,P15,I05
2115,942,1,2015-01-16,5:18:37 PM,D15,M,Chicken,P01,I02
2116,942,1,2015-01-16,5:18:37 PM,D22,L,Chicken,P27,I10
2117,943,1,2015-01-16,5:22:00 PM,D05,S,Supreme,P25,I11
2118,944,1,2015-01-16,5:54:33 PM,D12,M,Classic,P08,I19
2119,945,1,2015-01-16,5:58:38 PM,D22,L,Chicken,P01,I02
2120,945,1,2015-01-16,5:58:38 PM,D18,L,Veggie,P09,I20
2121,945,1,2015-01-16,5:58:38 PM,D17,L,Veggie,P10,I24
2122,945,1,2015-01-16,5:58:38 PM,D02,S,Classic,P13,I22
2123,946,1,2015-01-16,6:00:48 PM,D07,S,Chicken,P05,I08
2124,946,1,2015-01-16,6:00:48 PM,D01,S,Classic,P22,I17
2125,946,1,2015-01-16,6:00:48 PM,D22,L,Veggie,P30,I27
2126,946,1,2015-01-16,6:00:48 PM,D06,S,Supreme,P31,I26
2127,947,1,2015-01-16,6:13:15 PM,D15,M,Chicken,P05,I08
2128,947,1,2015-01-16,6:13:15 PM,D11,L,Classic,P22,I17
2129,947,1,2015-01-16,6:13:15 PM,D28,XL,Classic,P11,I13
2130,948,1,2015-01-16,6:42:17 PM,D03,S,Classic,P23,I18
2131,948,1,2015-01-16,6:42:17 PM,D11,L,Classic,P22,I17
2132,948,1,2015-01-16,6:42:17 PM,D22,L,Supreme,P28,I06
2133,948,1,2015-01-16,6:42:17 PM,D04,S,Veggie,P33,I16
2134,949,1,2015-01-16,6:52:18 PM,D20,L,Veggie,P19,I31
2135,949,1,2015-01-16,6:52:18 PM,D12,M,Veggie,P33,I16
2136,950,1,2015-01-16,6:57:56 PM,D15,M,Chicken,P05,I08
2137,951,1,2015-01-16,7:03:46 PM,D15,M,Veggie,P17,I14
2138,952,1,2015-01-16,7:05:35 PM,D04,S,Classic,P02,I01
2139,952,1,2015-01-16,7:05:35 PM,D20,L,Supreme,P04,I32
2140,952,1,2015-01-16,7:05:35 PM,D14,M,Supreme,P21,I15
2141,952,1,2015-01-16,7:05:35 PM,D04,S,Veggie,P29,I29
2142,953,1,2015-01-16,7:12:08 PM,D07,S,Chicken,P01,I02
2143,953,1,2015-01-16,7:12:08 PM,D15,M,Chicken,P06,I09
2144,953,1,2015-01-16,7:12:08 PM,D04,S,Veggie,P29,I29
2145,954,2,2015-01-16,7:14:03 PM,D45,L,Chicken,P32,I07
2146,955,1,2015-01-16,7:24:16 PM,D15,M,Chicken,P05,I08
2147,955,1,2015-01-16,7:24:16 PM,D18,L,Veggie,P09,I20
2148,955,1,2015-01-16,7:24:16 PM,D21,L,Classic,P20,I28
2149,956,1,2015-01-16,7:24:40 PM,D14,M,Supreme,P24,I21
2150,956,1,2015-01-16,7:24:40 PM,D07,S,Chicken,P32,I07
2151,957,1,2015-01-16,7:32:12 PM,D17,L,Veggie,P10,I24
2152,957,1,2015-01-16,7:32:12 PM,D20,L,Veggie,P12,I30
2153,957,1,2015-01-16,7:32:12 PM,D07,S,Veggie,P17,I14
2154,957,1,2015-01-16,7:32:12 PM,D22,L,Veggie,P30,I27
2155,958,1,2015-01-16,7:33:33 PM,D11,L,Classic,P22,I17
2156,959,1,2015-01-16,7:34:00 PM,D07,S,Chicken,P05,I08
2157,959,1,2015-01-16,7:34:00 PM,D14,M,Veggie,P30,I27
2158,960,2,2015-01-16,7:35:00 PM,D45,L,Supreme,P28,I06
2159,961,1,2015-01-16,7:42:20 PM,D07,S,Chicken,P01,I02
2160,961,1,2015-01-16,7:42:20 PM,D21,L,Classic,P15,I05
2161,962,1,2015-01-16,7:55:17 PM,D04,S,Classic,P02,I01
2162,962,1,2015-01-16,7:55:17 PM,D16,L,Classic,P23,I18
2163,963,2,2015-01-16,8:06:41 PM,D36,M,Chicken,P05,I08
2164,963,1,2015-01-16,8:06:41 PM,D22,L,Chicken,P07,I12
2165,963,1,2015-01-16,8:06:41 PM,D13,M,Supreme,P25,I11
2166,964,1,2015-01-16,8:24:37 PM,D04,S,Classic,P02,I01
2167,964,1,2015-01-16,8:24:37 PM,D10,M,Veggie,P10,I24
2168,965,1,2015-01-16,8:41:02 PM,D04,S,Veggie,P12,I30
2169,965,1,2015-01-16,8:41:02 PM,D22,L,Supreme,P28,I06
2170,965,1,2015-01-16,8:41:02 PM,D12,M,Veggie,P29,I29
2171,965,1,2015-01-16,8:41:02 PM,D15,M,Chicken,P32,I07
2172,966,1,2015-01-16,8:59:17 PM,D05,S,Supreme,P25,I11
2173,966,1,2015-01-16,8:59:17 PM,D20,L,Veggie,P29,I29
2174,967,1,2015-01-16,9:03:33 PM,D12,M,Veggie,P18,I25
2175,968,1,2015-01-16,9:23:01 PM,D02,S,Classic,P13,I22
2176,968,1,2015-01-16,9:23:01 PM,D04,S,Classic,P15,I05
2177,969,1,2015-01-16,9:36:19 PM,D12,M,Veggie,P19,I31
2178,970,1,2015-01-16,9:44:35 PM,D12,M,Classic,P08,I19
2179,970,1,2015-01-16,9:44:35 PM,D22,L,Supreme,P28,I06
2180,971,1,2015-01-16,9:46:20 PM,D15,M,Chicken,P06,I09
2181,971,1,2015-01-16,9:46:20 PM,D12,M,Classic,P08,I19
2182,971,1,2015-01-16,9:46:20 PM,D22,L,Supreme,P16,I04
2183,971,1,2015-01-16,9:46:20 PM,D20,L,Supreme,P25,I11
2184,972,1,2015-01-16,10:03:09 PM,D11,L,Classic,P22,I17
2185,972,1,2015-01-16,10:03:09 PM,D01,S,Classic,P22,I17
2186,973,1,2015-01-16,10:06:08 PM,D20,L,Veggie,P19,I31
2187,974,1,2015-01-16,10:06:53 PM,D04,S,Classic,P08,I19
2188,975,1,2015-01-16,10:10:21 PM,D12,M,Veggie,P12,I30
2189,975,1,2015-01-16,10:10:21 PM,D20,L,Veggie,P18,I25
2190,976,1,2015-01-17,11:53:19 AM,D11,L,Classic,P22,I17
2191,977,1,2015-01-17,12:01:58 PM,D09,M,Classic,P23,I18
2192,977,1,2015-01-17,12:01:58 PM,D22,L,Chicken,P32,I07
2193,978,1,2015-01-17,12:24:36 PM,D07,S,Chicken,P01,I02
2194,978,1,2015-01-17,12:24:36 PM,D04,S,Classic,P02,I01
2195,978,2,2015-01-17,12:24:36 PM,D46,S,Supreme,P03,I03
2196,978,1,2015-01-17,12:24:36 PM,D14,L,Classic,P13,I22
2197,978,1,2015-01-17,12:24:36 PM,D02,S,Classic,P13,I22
2198,978,1,2015-01-17,12:24:36 PM,D22,L,Supreme,P16,I04
2199,978,1,2015-01-17,12:24:36 PM,D14,M,Supreme,P16,I04
2200,978,1,2015-01-17,12:24:36 PM,D20,L,Veggie,P18,I25
2201,978,1,2015-01-17,12:24:36 PM,D22,L,Supreme,P21,I15
2202,978,1,2015-01-17,12:24:36 PM,D06,S,Supreme,P28,I06
2203,978,1,2015-01-17,12:24:36 PM,D15,M,Chicken,P32,I07
2204,979,1,2015-01-17,12:57:28 PM,D14,M,Veggie,P30,I27
2205,980,1,2015-01-17,12:58:36 PM,D22,L,Chicken,P05,I08
2206,980,1,2015-01-17,12:58:36 PM,D04,S,Classic,P20,I28
2207,980,1,2015-01-17,12:58:36 PM,D20,L,Supreme,P25,I11
2208,980,1,2015-01-17,12:58:36 PM,D06,S,Supreme,P31,I26
2209,980,1,2015-01-17,12:58:36 PM,D22,L,Chicken,P32,I07
2210,980,1,2015-01-17,12:58:36 PM,D15,M,Chicken,P32,I07
2211,981,1,2015-01-17,1:56:46 PM,D22,L,Chicken,P01,I02
2212,982,1,2015-01-17,2:12:58 PM,D17,L,Veggie,P10,I24
2213,982,1,2015-01-17,2:12:58 PM,D14,L,Classic,P13,I22
2214,982,1,2015-01-17,2:12:58 PM,D11,L,Classic,P22,I17
2215,982,1,2015-01-17,2:12:58 PM,D22,L,Chicken,P27,I10
2216,983,1,2015-01-17,2:29:31 PM,D04,S,Classic,P02,I01
2217,984,1,2015-01-17,2:33:55 PM,D04,S,Classic,P15,I05
2218,985,1,2015-01-17,2:34:50 PM,D08,M,Classic,P13,I22
2219,985,1,2015-01-17,2:34:50 PM,D15,M,Veggie,P17,I14
2220,985,1,2015-01-17,2:34:50 PM,D06,S,Supreme,P26,I23
2221,986,1,2015-01-17,2:35:25 PM,D12,M,Veggie,P33,I16
2222,987,1,2015-01-17,2:41:14 PM,D22,L,Chicken,P01,I02
2223,987,1,2015-01-17,2:41:14 PM,D20,L,Supreme,P04,I32
2224,987,1,2015-01-17,2:41:14 PM,D06,S,Supreme,P24,I21
2225,988,1,2015-01-17,2:44:56 PM,D23,L,Veggie,P17,I14
2226,989,1,2015-01-17,3:08:38 PM,D02,S,Classic,P13,I22
2227,990,1,2015-01-17,3:30:10 PM,D01,S,Classic,P22,I17
2228,991,1,2015-01-17,3:43:27 PM,D04,S,Classic,P02,I01
2229,991,1,2015-01-17,3:43:27 PM,D06,S,Supreme,P26,I23
2230,992,1,2015-01-17,3:49:31 PM,D14,M,Supreme,P16,I04
2231,993,1,2015-01-17,4:16:59 PM,D15,M,Chicken,P01,I02
2232,994,1,2015-01-17,4:19:42 PM,D15,M,Chicken,P05,I08
2233,994,1,2015-01-17,4:19:42 PM,D02,S,Classic,P13,I22
2234,994,1,2015-01-17,4:19:42 PM,D22,L,Chicken,P32,I07
2235,994,1,2015-01-17,4:19:42 PM,D07,S,Chicken,P32,I07
2236,995,1,2015-01-17,4:57:30 PM,D22,L,Chicken,P05,I08
2237,996,1,2015-01-17,5:11:07 PM,D12,M,Classic,P15,I05
2238,996,1,2015-01-17,5:11:07 PM,D04,S,Classic,P15,I05
2239,996,1,2015-01-17,5:11:07 PM,D21,L,Classic,P20,I28
2240,996,1,2015-01-17,5:11:07 PM,D06,S,Veggie,P30,I27
2241,997,1,2015-01-17,5:16:26 PM,D12,M,Veggie,P19,I31
2242,998,1,2015-01-17,5:19:16 PM,D21,L,Classic,P15,I05
2243,999,1,2015-01-17,5:21:24 PM,D15,M,Chicken,P27,I10
2244,1000,1,2015-01-17,5:24:24 PM,D24,S,Supreme,P03,I03
2245,1000,1,2015-01-17,5:24:24 PM,D20,L,Veggie,P18,I25
2246,1001,2,2015-01-17,5:28:05 PM,D25,S,Classic,P02,I01
2247,1001,1,2015-01-17,5:28:05 PM,D11,L,Classic,P22,I17
2248,1001,1,2015-01-17,5:28:05 PM,D22,L,Supreme,P28,I06
2249,1002,1,2015-01-17,5:29:41 PM,D15,M,Chicken,P01,I02
2250,1002,1,2015-01-17,5:29:41 PM,D15,M,Chicken,P07,I12
2251,1003,1,2015-01-17,5:31:16 PM,D22,L,Chicken,P05,I08
2252,1003,1,2015-01-17,5:31:16 PM,D15,M,Chicken,P05,I08
2253,1003,1,2015-01-17,5:31:16 PM,D01,S,Classic,P22,I17
2254,1004,1,2015-01-17,5:44:05 PM,D28,XL,Classic,P11,I13
2255,1005,1,2015-01-17,5:49:51 PM,D22,L,Chicken,P01,I02
2256,1005,1,2015-01-17,5:49:51 PM,D05,S,Supreme,P25,I11
2257,1006,1,2015-01-17,6:28:12 PM,D22,L,Chicken,P32,I07
2258,1006,1,2015-01-17,6:28:12 PM,D04,S,Veggie,P33,I16
2259,1007,1,2015-01-17,6:35:22 PM,D20,L,Veggie,P33,I16
2260,1008,1,2015-01-17,6:49:59 PM,D12,M,Classic,P08,I19
2261,1008,1,2015-01-17,6:49:59 PM,D12,M,Classic,P11,I13
2262,1009,1,2015-01-17,6:58:24 PM,D12,M,Classic,P08,I19
2263,1009,1,2015-01-17,6:58:24 PM,D12,M,Veggie,P12,I30
2264,1010,1,2015-01-17,7:15:11 PM,D04,S,Classic,P02,I01
2265,1010,1,2015-01-17,7:15:11 PM,D22,L,Chicken,P06,I09
2266,1010,1,2015-01-17,7:15:11 PM,D23,L,Veggie,P17,I14
2267,1011,1,2015-01-17,7:20:20 PM,D03,S,Classic,P23,I18
2268,1012,1,2015-01-17,7:25:32 PM,D12,M,Veggie,P12,I30
2269,1012,1,2015-01-17,7:25:32 PM,D22,L,Supreme,P24,I21
2270,1013,1,2015-01-17,7:26:40 PM,D14,M,Supreme,P26,I23
2271,1013,1,2015-01-17,7:26:40 PM,D14,M,Supreme,P31,I26
2272,1014,1,2015-01-17,7:38:17 PM,D22,L,Chicken,P07,I12
2273,1014,1,2015-01-17,7:38:17 PM,D01,S,Classic,P22,I17
2274,1014,1,2015-01-17,7:38:17 PM,D06,S,Supreme,P24,I21
2275,1014,1,2015-01-17,7:38:17 PM,D22,L,Chicken,P27,I10
2276,1015,1,2015-01-17,7:42:51 PM,D22,L,Chicken,P32,I07
2277,1016,1,2015-01-17,7:44:36 PM,D15,M,Chicken,P05,I08
2278,1016,1,2015-01-17,7:44:36 PM,D08,M,Classic,P13,I22
2279,1016,1,2015-01-17,7:44:36 PM,D05,S,Supreme,P25,I11
2280,1017,1,2015-01-17,8:13:32 PM,D15,M,Chicken,P05,I08
2281,1018,1,2015-01-17,8:38:50 PM,D22,L,Chicken,P01,I02
2282,1018,1,2015-01-17,8:38:50 PM,D07,S,Chicken,P05,I08
2283,1018,1,2015-01-17,8:38:50 PM,D03,S,Classic,P23,I18
2284,1019,2,2015-01-17,8:50:54 PM,D23,S,Classic,P13,I22
2285,1019,1,2015-01-17,8:50:54 PM,D06,S,Supreme,P26,I23
2286,1019,1,2015-01-17,8:50:54 PM,D06,S,Veggie,P30,I27
2287,1020,1,2015-01-17,9:04:20 PM,D22,L,Chicken,P01,I02
2288,1020,1,2015-01-17,9:04:20 PM,D07,S,Chicken,P01,I02
2289,1020,1,2015-01-17,9:04:20 PM,D06,M,Classic,P22,I17
2290,1020,1,2015-01-17,9:04:20 PM,D22,L,Chicken,P27,I10
2291,1021,1,2015-01-17,9:11:31 PM,D22,L,Chicken,P01,I02
2292,1021,1,2015-01-17,9:11:31 PM,D22,L,Chicken,P05,I08
2293,1021,1,2015-01-17,9:11:31 PM,D04,S,Veggie,P18,I25
2294,1021,1,2015-01-17,9:11:31 PM,D06,M,Classic,P22,I17
2295,1022,1,2015-01-17,9:16:01 PM,D22,L,Chicken,P32,I07
2296,1023,1,2015-01-17,9:20:18 PM,D12,M,Classic,P15,I05
2297,1024,1,2015-01-17,9:21:23 PM,D22,L,Chicken,P01,I02
2298,1025,1,2015-01-17,9:49:00 PM,D03,S,Classic,P23,I18
2299,1025,1,2015-01-17,9:49:00 PM,D11,L,Classic,P22,I17
2300,1025,1,2015-01-17,9:49:00 PM,D20,L,Veggie,P33,I16
2301,1026,1,2015-01-17,9:55:05 PM,D22,L,Chicken,P05,I08
2302,1026,1,2015-01-17,9:55:05 PM,D21,L,Classic,P08,I19
2303,1027,1,2015-01-17,9:57:02 PM,D17,L,Veggie,P10,I24
2304,1028,1,2015-01-17,10:02:45 PM,D21,L,Classic,P20,I28
2305,1028,1,2015-01-17,10:02:45 PM,D20,L,Supreme,P25,I11
2306,1029,1,2015-01-17,10:06:27 PM,D13,M,Supreme,P25,I11
2307,1029,1,2015-01-17,10:06:27 PM,D21,L,Classic,P11,I13
2308,1030,1,2015-01-17,10:13:59 PM,D01,S,Classic,P22,I17
2309,1030,1,2015-01-17,10:13:59 PM,D22,L,Supreme,P21,I15
2310,1030,1,2015-01-17,10:13:59 PM,D05,S,Supreme,P25,I11
2311,1030,1,2015-01-17,10:13:59 PM,D22,L,Supreme,P28,I06
2312,1031,1,2015-01-18,11:39:03 AM,D21,L,Classic,P08,I19
2313,1031,1,2015-01-18,11:39:03 AM,D14,L,Classic,P13,I22
2314,1032,1,2015-01-18,11:45:13 AM,D22,L,Chicken,P01,I02
2315,1033,1,2015-01-18,11:54:13 AM,D15,M,Chicken,P05,I08
2316,1034,1,2015-01-18,12:07:59 PM,D15,M,Chicken,P01,I02
2317,1034,1,2015-01-18,12:07:59 PM,D20,L,Veggie,P19,I31
2318,1034,1,2015-01-18,12:07:59 PM,D21,L,Classic,P20,I28
2319,1034,1,2015-01-18,12:07:59 PM,D04,S,Classic,P20,I28
2320,1034,1,2015-01-18,12:07:59 PM,D11,L,Classic,P22,I17
2321,1034,1,2015-01-18,12:07:59 PM,D13,M,Supreme,P25,I11
2322,1034,1,2015-01-18,12:07:59 PM,D22,L,Supreme,P26,I23
2323,1034,1,2015-01-18,12:07:59 PM,D04,S,Veggie,P29,I29
2324,1035,1,2015-01-18,12:13:15 PM,D15,M,Chicken,P05,I08
2325,1035,1,2015-01-18,12:13:15 PM,D20,L,Veggie,P12,I30
2326,1035,1,2015-01-18,12:13:15 PM,D14,M,Supreme,P16,I04
2327,1035,1,2015-01-18,12:13:15 PM,D04,S,Veggie,P18,I25
2328,1036,1,2015-01-18,12:49:29 PM,D12,M,Classic,P08,I19
2329,1036,1,2015-01-18,12:49:29 PM,D14,M,Supreme,P16,I04
2330,1036,1,2015-01-18,12:49:29 PM,D20,L,Veggie,P19,I31
2331,1036,1,2015-01-18,12:49:29 PM,D22,L,Chicken,P32,I07
2332,1037,1,2015-01-18,1:04:54 PM,D04,S,Classic,P02,I01
2333,1037,1,2015-01-18,1:04:54 PM,D07,S,Chicken,P07,I12
2334,1037,1,2015-01-18,1:04:54 PM,D12,M,Classic,P08,I19
2335,1037,1,2015-01-18,1:04:54 PM,D14,M,Supreme,P16,I04
2336,1038,1,2015-01-18,1:14:59 PM,D14,L,Classic,P13,I22
2337,1038,1,2015-01-18,1:14:59 PM,D11,L,Classic,P22,I17
2338,1039,1,2015-01-18,1:33:31 PM,D21,L,Classic,P08,I19
2339,1040,1,2015-01-18,1:56:05 PM,D22,L,Supreme,P21,I15
2340,1040,1,2015-01-18,1:56:05 PM,D22,L,Chicken,P32,I07
2341,1041,1,2015-01-18,1:59:47 PM,D05,S,Supreme,P25,I11
2342,1042,1,2015-01-18,2:06:19 PM,D03,S,Classic,P23,I18
2343,1043,1,2015-01-18,2:07:36 PM,D10,M,Veggie,P10,I24
2344,1043,1,2015-01-18,2:07:36 PM,D01,S,Classic,P22,I17
2345,1043,1,2015-01-18,2:07:36 PM,D22,L,Supreme,P21,I15
2346,1043,1,2015-01-18,2:07:36 PM,D14,M,Supreme,P24,I21
2347,1043,2,2015-01-18,2:07:36 PM,D26,S,Supreme,P25,I11
2348,1043,1,2015-01-18,2:07:36 PM,D15,M,Chicken,P27,I10
2349,1043,1,2015-01-18,2:07:36 PM,D06,S,Supreme,P28,I06
2350,1043,1,2015-01-18,2:07:36 PM,D12,M,Veggie,P29,I29
2351,1044,1,2015-01-18,2:20:16 PM,D28,XL,Classic,P11,I13
2352,1045,1,2015-01-18,2:22:14 PM,D15,M,Chicken,P05,I08
2353,1046,1,2015-01-18,2:39:33 PM,D04,S,Classic,P08,I19
2354,1047,1,2015-01-18,2:50:37 PM,D07,S,Chicken,P01,I02
2355,1047,2,2015-01-18,2:50:37 PM,D38,L,Veggie,P10,I24
2356,1047,1,2015-01-18,2:50:37 PM,D01,S,Classic,P22,I17
2357,1048,1,2015-01-18,2:53:25 PM,D20,L,Veggie,P33,I16
2358,1049,1,2015-01-18,2:57:48 PM,D22,L,Chicken,P01,I02
2359,1050,1,2015-01-18,3:05:54 PM,D04,S,Veggie,P29,I29
2360,1051,1,2015-01-18,3:08:45 PM,D22,L,Chicken,P05,I08
2361,1052,1,2015-01-18,3:28:12 PM,D14,M,Supreme,P21,I15
2362,1052,1,2015-01-18,3:28:12 PM,D22,L,Supreme,P26,I23
2363,1053,1,2015-01-18,3:43:17 PM,D15,M,Chicken,P05,I08
2364,1053,1,2015-01-18,3:43:17 PM,D11,L,Classic,P22,I17
2365,1053,1,2015-01-18,3:43:17 PM,D14,M,Supreme,P31,I26
2366,1054,1,2015-01-18,3:56:04 PM,D15,M,Chicken,P01,I02
2367,1054,1,2015-01-18,3:56:04 PM,D01,S,Classic,P22,I17
2368,1055,1,2015-01-18,4:07:14 PM,D04,S,Classic,P02,I01
2369,1056,1,2015-01-18,4:12:18 PM,D15,M,Chicken,P01,I02
2370,1056,1,2015-01-18,4:12:18 PM,D14,M,Supreme,P24,I21
2371,1056,1,2015-01-18,4:12:18 PM,D15,M,Chicken,P32,I07
2372,1057,1,2015-01-18,4:18:37 PM,D02,S,Classic,P13,I22
2373,1057,1,2015-01-18,4:18:37 PM,D11,L,Classic,P22,I17
2374,1058,1,2015-01-18,4:30:09 PM,D07,S,Chicken,P05,I08
2375,1059,1,2015-01-18,4:30:14 PM,D15,M,Chicken,P01,I02
2376,1059,1,2015-01-18,4:30:14 PM,D12,M,Veggie,P19,I31
2377,1059,1,2015-01-18,4:30:14 PM,D11,L,Classic,P22,I17
2378,1059,1,2015-01-18,4:30:14 PM,D22,L,Supreme,P31,I26
2379,1060,1,2015-01-18,4:39:46 PM,D20,L,Veggie,P19,I31
2380,1060,1,2015-01-18,4:39:46 PM,D06,S,Veggie,P30,I27
2381,1061,1,2015-01-18,5:17:02 PM,D06,S,Supreme,P24,I21
2382,1061,1,2015-01-18,5:17:02 PM,D06,S,Supreme,P31,I26
2383,1062,2,2015-01-18,5:21:38 PM,D35,M,Supreme,P16,I04
2384,1062,1,2015-01-18,5:21:38 PM,D21,L,Classic,P20,I28
2385,1063,1,2015-01-18,5:28:29 PM,D04,S,Classic,P02,I01
2386,1063,1,2015-01-18,5:28:29 PM,D13,M,Supreme,P04,I32
2387,1063,1,2015-01-18,5:28:29 PM,D04,S,Veggie,P19,I31
2388,1064,1,2015-01-18,5:30:00 PM,D06,S,Supreme,P24,I21
2389,1065,1,2015-01-18,5:48:16 PM,D15,M,Chicken,P01,I02
2390,1065,1,2015-01-18,5:48:16 PM,D22,L,Chicken,P05,I08
